video_id,title,channel_title,category_name,country,views,likes,dislikes,comment_count,like_ratio,comment_ratio,title_sentiment,publish_time,publish_day,publish_hour
JltGeM1-M5s,Let's Learn about Emotions the Fun Way! 😱😂😡 #kidssong #funny #art,MEOWJI,Howto & Style,PK,128267520,1694755,0,0,1,0,0.312,2025-04-22 11:00:26+00:00,Tuesday,11
aHoAICTzjKc,DIY Bamboo Creations with new Three Clour Balloone Slingshots #Bamboo #Bambooart,Bamboo Art,People & Blogs,PK,118002682,2359799,0,2013,1,0,0.136,2025-05-04 01:00:01+00:00,Sunday,1
VQRLujxTm3c,Grand Theft Auto VI Trailer 2,Rockstar Games,Gaming,IN,102557776,5764661,0,473463,1,0.0046,0.5,2025-05-06 13:29:04+00:00,Tuesday,13
VQRLujxTm3c,Grand Theft Auto VI Trailer 2,Rockstar Games,Gaming,FR,102557776,5764661,0,473464,1,0.0046,0.5,2025-05-06 13:29:04+00:00,Tuesday,13
VQRLujxTm3c,Grand Theft Auto VI Trailer 2,Rockstar Games,Gaming,IT,102557776,5764661,0,473464,1,0.0046,0.5,2025-05-06 13:29:04+00:00,Tuesday,13
v9muEuZEgII,【National food 】Which country’s food is this?🫘🥚🥬,ISSEI / いっせい,Entertainment,PK,84812038,2521844,0,3798,1,0,0,2025-05-06 11:01:29+00:00,Tuesday,11
v9muEuZEgII,【National food 】Which country’s food is this?🫘🥚🥬,ISSEI / いっせい,Entertainment,IT,84812038,2521844,0,3798,1,0,0,2025-05-06 11:01:29+00:00,Tuesday,11
vlPDhY7wXaU,wow,dednahype,Comedy,PK,84798046,1008814,0,1058,1,0,0.1,2025-05-02 12:59:15+00:00,Friday,12
BOmTTKTQceM,CRAZIEST IMPOSSIBLE SHOT YET 🤯🏒 @AlwaysHockey,Dude Perfect,Sports,PK,78144738,3555000,0,2751,1,0,-0.667,2025-05-01 19:49:30+00:00,Thursday,19
c5Y85Cy54h8,🤝Me And My Boss Working Together At The Studio💀 🎯...,Mini Katana,People & Blogs,PK,64699381,1093386,0,1464,1,0,0,2025-04-26 01:00:42+00:00,Saturday,1
uAMl069BqdU,"😅Air Conditioner Mini Cooling Fan,Portable USB Desk Fan 3 Wind Speed 360°Rotatable￼ humidifier🌬️",Rj Mobile 01,People & Blogs,PK,61288540,1604269,0,3668,1,0.0001,0,2025-05-01 13:06:37+00:00,Thursday,13
U3vONIizYG8,BESOS - Jacqueline Fernandez & Shikhar Dhawan | Shreya Ghoshal & Karl Wine | Freebot | Rajat |Anshul,Play DMF,Music,IN,52006291,649296,0,68981,1,0.0013,0,2025-05-08 05:48:51+00:00,Thursday,5
tNVvOsz-yPk,Strawberry jam 🍓#abirzkitchen #strawberry,Abirz Kitchen,People & Blogs,PK,48409582,1148229,0,4127,1,0.0001,0,2025-04-30 17:50:21+00:00,Wednesday,17
pYfzM9iKUSw,Devious prank on Madni 😂😂,BROTHERS VLOG,Entertainment,PK,47533843,701849,0,408,1,0,0,2025-04-29 09:37:04+00:00,Tuesday,9
MjtNAips6Eo,骗娃吃药的n种套路 #宝爸带娃#人类幼崽,露兮粑粑,People & Blogs,PK,45635997,483296,0,1264,1,0,0,2025-05-04 11:00:29+00:00,Sunday,11
GP19mQ52n6c,We want justice for potato🥺😭😂#funny #comedy #shorts #koushalmonga,Koushal Monga,Gaming,PK,45372805,749861,0,574,1,0,0,2025-04-30 11:30:13+00:00,Wednesday,11
q1JYut5jxi4,Survive Under Water Tank #shorts #outofmindexperiment,Out Of Mind Experiments,Entertainment,PK,44402785,822933,0,1667,1,0,0,2025-04-29 11:59:21+00:00,Tuesday,11
-4GmbBoYQjE,I Survived 100 Hours In An Ancient Temple,MrBeast,Entertainment,IN,39344860,1568421,0,45973,1,0.0012,0,2025-05-10 16:00:01+00:00,Saturday,16
-4GmbBoYQjE,I Survived 100 Hours In An Ancient Temple,MrBeast,Entertainment,US,39344860,1568421,0,45973,1,0.0012,0,2025-05-10 16:00:01+00:00,Saturday,16
xNXr5vawd7c,Madni did a devious magic trick for his friend 😂😂,BROTHERS VLOG,Entertainment,PK,39083590,504384,0,331,1,0,0.5,2025-04-22 09:10:55+00:00,Tuesday,9
4tZ1gH3F3y8,ИТАЛЬЯНСКИЕ МЕМЫ В МАГАЗИНЕ😱КВИНКА В ШОКЕ🫢 #роблокс #игры #смешное #квинка,i_roblox_queen,Gaming,IT,37593547,375955,0,1493,1,0,0,2025-05-06 15:26:37+00:00,Tuesday,15
9cPc6pxXD8c,Finally the generational trauma ended,Eternal Love,Music,IT,37377865,2906063,0,21647,1,0.0006,0,2025-05-05 17:00:22+00:00,Monday,17
JhbV8sNwr7w,Squid Game 🎭😈 #shorts #jomyproduction #squidgame,Jomy Production,Entertainment,PK,37245493,2068124,0,585,1,0,-0.4,2025-04-30 14:15:03+00:00,Wednesday,14
cd5ew3tX6Ls,Perfume wala aur jagiya😎🔥| Indian family😂|| #shorts #indian #relatable #perfume #comedy,Jagiya the fun,People & Blogs,PK,36988081,0,0,308,0,0,0,2025-04-28 16:16:49+00:00,Monday,16
Q6VVWPHTu2c,Last one💀🤣Subscribe @Riyabhargav01  #comedy #chetanmonga #shorts,Cheri's World,People & Blogs,PK,35947795,878712,0,375,1,0,0,2025-05-01 07:04:50+00:00,Thursday,7
PGdr-nUFd4c,Agya swaad?💀😂 @Riyabhargav01 👉🏻new account #chetanmonga #comedy #shorts,Cheri's World,People & Blogs,PK,35606584,1097341,0,427,1,0,0,2025-04-26 05:32:14+00:00,Saturday,5
Fh79Gghiq_Q,Papa 🤡  mummy 💀 | The most viral comedy by maapapa 🔥 #ytshorts #shorts,up wala aryan,Music,PK,34518021,767556,0,1439,1,0,0.5,2025-04-29 07:39:58+00:00,Tuesday,7
HPi7ect3rIg,Do you like my drawing?☺️🐷,Karina ,People & Blogs,IT,34235690,329228,0,611,1,0,0,2025-05-06 11:00:35+00:00,Tuesday,11
e6cTCW-DTRk,Papa Papa Main Kahan per baitha hun,Roli ji Verma full masti,Comedy,PK,32456439,340563,0,385,1,0,0.167,2025-04-25 02:30:24+00:00,Friday,2
EB016cEZTzc,【斗罗大陆】珍惜眼前人！ #斗罗大陆 #唐三小舞 #唐舞桐 #印度,萌萌与舞桐,People & Blogs,PK,32013710,423597,0,217,1,0,0,2025-04-29 10:00:17+00:00,Tuesday,10
TKOXQc9OBxs,Be the other half #thatlittlepuff #bestfriend,That Little Puff,Pets & Animals,PK,30879254,380453,0,285,1,0,-0.146,2025-05-09 03:35:36+00:00,Friday,3
TKOXQc9OBxs,Be the other half #thatlittlepuff #bestfriend,That Little Puff,Pets & Animals,IT,30879254,380453,0,285,1,0,-0.146,2025-05-09 03:35:36+00:00,Friday,3
frE2QuFZT-s,Reels lover😂😂 wait for end🤣 #shorts #viral #trending #pavanramya,Pavan Ramya❤️,People & Blogs,PK,30719980,373455,0,298,1,0,0,2025-05-03 12:30:52+00:00,Saturday,12
SDllGYfsw-4,New idea unlocked😂🔓,Endless Love,Music,IT,29117812,802218,0,781,1,0,0.136,2025-05-07 04:30:25+00:00,Wednesday,4
RbaauArYCx4,Anant gya andaman nicobar island 🏝️ Mumma ka hand bag dene 😱,PoonamSikarwar,Entertainment,PK,26793235,0,0,307,0,0,0,2025-04-29 09:08:01+00:00,Tuesday,9
p9frL-O3Lnk,鱿鱼boss#天使#小丑,Super Beauty team,People & Blogs,PK,25627431,500238,0,237,1,0,0,2025-05-07 10:15:04+00:00,Wednesday,10
sObWiZB-pzo,The last one is hard.. 🙈😅,Celine Dept,Sports,RU,25523866,486913,0,1261,1,0,-0.146,2025-05-09 15:30:32+00:00,Friday,15
WxHsuNNFq88,Laalach buri bala hai😂,Jahaann,Entertainment,PK,24820611,1368744,0,2058,1,0.0001,0,2025-05-01 14:33:22+00:00,Thursday,14
n9egIoZOvis,Chote bacche ne dikhai Zimmedari😭♥️ #trending #emotional #motivation #shorts,Noman Official,Film & Animation,PK,22736014,981220,0,22588,1,0.001,0,2025-05-04 14:54:48+00:00,Sunday,14
ZtNJa0u6oKg,#waitforlast #trending,Kiran Family Official,Entertainment,PK,21374062,183192,0,164,1,0,0,2025-05-07 01:08:12+00:00,Wednesday,1
bK4s8Ytx2mY,Ordering Outside Food in IPL,Agnit Shorts,Entertainment,PK,20969861,786245,0,497,1,0,0,2025-05-01 04:30:19+00:00,Thursday,4
wSQ-G8pIwVo,Electric vs Manual Sugarcane Juicer!,MostTechy Shorts,Science & Technology,PK,19917635,402096,0,424,1,0,0,2025-05-07 14:44:33+00:00,Wednesday,14
h8QNMah8pUc,"Cool Items!🥰 New Gadgets, Smart Appliances, Kitchen Tools Utensils, Home Cleaning, Beauty #shorts",Cool Items Official,Howto & Style,IT,19166884,215978,0,170,1,0,0.234,2025-05-09 13:01:21+00:00,Friday,13
FSAz556s0fM,The Conjuring: Last Rites | Official Teaser,Warner Bros.,Film & Animation,US,19135913,280465,0,12739,1,0.0007,0,2025-05-08 16:00:19+00:00,Thursday,16
FSAz556s0fM,The Conjuring: Last Rites | Official Teaser,Warner Bros.,Film & Animation,IN,19135913,280465,0,12739,1,0.0007,0,2025-05-08 16:00:19+00:00,Thursday,16
zKfs2EM8LQ4,i-dle (아이들) 'Girlfriend' Official Music Video,i-dle (아이들),Music,FR,18832393,310538,0,16993,1,0.0009,0,2025-05-08 15:00:01+00:00,Thursday,15
1BI1mrWp_V4,Omg 🥴😂 LeoNata family #shorts,LeoNata Family,People & Blogs,IT,18564636,259063,0,356,1,0,0,2025-05-08 13:00:04+00:00,Thursday,13
rWMxvUTzNSI,Ela queria uma Capinha Squishy Toy 😍,Los Wagners,Entertainment,IT,16765586,239260,0,151,1,0,0,2025-05-06 14:12:45+00:00,Tuesday,14
TWZcxsaICZw,OMG Salted fish in a cocktail!😋 #shorts Best video by MoniLina,MoniLina,Comedy,PK,14936740,330185,0,150,1,0,1,2025-05-06 14:56:58+00:00,Tuesday,14
xgtZWgzTv_0,Simran gayab hogyi 😰😈😥(part-1) | Simran Makhija | #shorts #school #schoollife #thriller,Simran Makhija,People & Blogs,PK,14244855,295798,0,296,1,0,0,2025-05-08 08:20:01+00:00,Thursday,8
IyqnrW1AmwQ,Hide and Seek Squid Games 😱😭 #shorts #ytshorts #viralvideos #squidgame,Nishu jeet aarya,People & Blogs,PK,13239145,559241,0,563,1,0,0,2025-05-09 01:35:43+00:00,Friday,1
8n3kMSSg9AI,I traveled without a ticket in the most strict country in the world #ytshorts #minivlog #dubai,wittySpace,People & Blogs,PK,13107481,526097,0,442,1,0,0.5,2025-05-06 14:57:27+00:00,Tuesday,14
I5GLzuhYSGc,Tent House Ki Wajah Se Hue Hamari Hathapai ⛺️ #tenthouse #doll #sanjhalikavlog #minivlog #vlog,Sanjhalika Vlog,People & Blogs,PK,12816293,229871,0,265,1,0,0,2025-05-03 06:02:45+00:00,Saturday,6
612y8_iANCs,Pyar ka pehla stage 😍( Arrange Marriage wala ishq),Jahaann,Entertainment,PK,12075465,782935,0,805,1,0.0001,0,2025-05-03 11:08:32+00:00,Saturday,11
iu-G2Vn-K0Y,"Champa Ko Trap Karliya  😂| New Viral Gadgets, Smart Appliances, Kitchen Utensils/ Home Inventions",Facts Mited,Education,PK,11924864,348205,0,113,1,0,0.175,2025-04-28 12:45:05+00:00,Monday,12
oTuHfDZ_IQc,Bacchi se Badla 💁🏻‍♀️😂 | Sneha Choudhary | #shortvideo #trending #comedy #viralvideo #explore,Sneha Choudhary,People & Blogs,PK,11584004,210344,0,79,1,0,0,2025-04-29 08:13:16+00:00,Tuesday,8
ia2Ph61bYzc,ROSÉ - Messy (From F1® The Movie) [Official Music Video],ROSÉ,Music,FR,10947362,817040,0,49935,1,0.0046,-0.2,2025-05-08 16:00:07+00:00,Thursday,16
7EA6MnD5I1k,I love you mom😍Subscribe ​⁠@Riyabhargav01   #comedy #chetanmonga #shorts,Cheri's World,People & Blogs,PK,10174313,267551,0,172,1,0,0.5,2025-05-06 08:28:47+00:00,Tuesday,8
BRDqfSgZTrk,Maut Ka Swimming Pool 🤣🤣Comedy/ #comedy #funny #youtubeshorts #shorts #crazypulkit #td 🤣🤣,Pulkit shukla TD,People & Blogs,PK,10079884,246021,0,104,1,0,0.25,2025-05-02 13:09:40+00:00,Friday,13
MbAbZ879p3U,How Strong is Tape? 💪🤸‍♂️,Preston,Entertainment,IT,9857630,316832,0,330,1,0,0.433,2025-05-02 20:00:30+00:00,Friday,20
tvaCa2uBvyw,How to float,Justin Flom,Entertainment,RU,9340796,209587,0,545,1,0.0001,0,2025-05-06 20:32:05+00:00,Tuesday,20
CFad5oGCV4g,judge -》Weight Lifting  ka -- too much fun (🎥_@kah_lei_wang),RSMSA,Entertainment,PK,7980302,211597,0,162,1,0,0.3,2025-05-07 15:11:16+00:00,Wednesday,15
a8TfcSA43yI,What if I don't have swimming goggles in the pool?#Short #Officer Rabbit #angel,兔子警官,People & Blogs,IT,7067567,94531,0,28,1,0,0,2025-05-10 07:00:01+00:00,Saturday,7
l8NCJUzGiH0,He Spilled a Drink on Purpose… But Karma Came for Him Fast! #shorts,Fabiosa Karma,People & Blogs,IT,6535267,60045,0,103,1,0,0.25,2025-05-07 13:01:20+00:00,Wednesday,13
dcxbD6NX-Sc,Silent Hero on the Bus: Saving a Girl from Discomfort ??,Bliss Bits,People & Blogs,RU,6489491,137260,0,521,1,0.0001,0,2025-05-08 13:01:16+00:00,Thursday,13
xMb1-s2nuew,Tape Removal Hack💡,ISSEI / いっせい,Entertainment,RU,6226664,211218,0,161,1,0,0,2025-05-11 10:30:35+00:00,Sunday,10
qKIUzsJdYmM,🔴 LIVE: 𝗣𝗮𝗸𝗶𝘀𝘁𝗮𝗻 𝗔𝘁𝘁𝗮𝗰𝗸𝘀 𝗜𝗻𝗱𝗶𝗮 | Indian Military Headquarters Destroyed? | Geo News,Geo News,News & Politics,PK,5920566,45743,0,59,1,0,0.018,2025-05-10 19:18:43+00:00,Saturday,19
4bRI4f2nAZY,Define baller… #Ligue1 #PSG #Doue #Skills #Ligue1McDonalds,Ligue 1 McDonald’s,Sports,IT,5549581,267277,0,838,1,0.0002,0,2025-05-03 13:00:09+00:00,Saturday,13
EEldzhgeBE4,Vala the Intro | Jagathy Sreekumar | Arun Chandu | Sankar Sharma | The Imbachi,Funtastic Films,Film & Animation,IN,5084962,161497,0,3235,1,0.0006,0,2025-05-07 13:29:08+00:00,Wednesday,13
MyMHaYZFGIk,Ye Kaisa Ghar Bna Diya 😲,Sourav Joshi Vlogs,People & Blogs,IN,5081747,229220,0,5709,1,0.0011,0,2025-05-10 02:30:27+00:00,Saturday,2
_Nn34LFCuN0,Papa mere jaan ❤️🥹 #familystory #trendingshorts #shortstory,vlogger varun,Entertainment,PK,4939150,211120,0,921,1,0.0002,-0.5,2025-05-03 07:28:49+00:00,Saturday,7
LsyviHWrNB4,Bessan Ismail x Fouad Jned -  خطية (Official Music Video) | بيسان اسماعيل و فؤاد جنيد,Bessan Ismail Music,Music,DE,4880711,172993,0,31770,1,0.0065,0,2025-05-10 15:00:07+00:00,Saturday,15
p1SX5DH6h24,Sharma ji ki O.G Suhagrat,Swagger Sharma,Entertainment,IN,4094619,256290,0,17033,1,0.0042,0,2025-05-08 11:48:17+00:00,Thursday,11
4r8Uc4w-8V0,What type of hair do you have ? 😅😅😅,New Ember West,People & Blogs,IT,3894428,132502,0,597,1,0.0002,0,2025-05-08 17:44:06+00:00,Thursday,17
dT2krK2wXuY,Etne Saare School Bag 😍 Le Liye,Sourav Joshi Vlogs,People & Blogs,IN,3776954,274475,0,5813,1,0.0015,0,2025-05-11 02:30:25+00:00,Sunday,2
68UdNKiljq4,TRAPPED in ABANDONED SCHOOL *Security Cameras*,Jordan Matter,Entertainment,US,3713178,55949,0,9037,1,0.0024,-0.2,2025-05-10 14:00:07+00:00,Saturday,14
bxTY51XOHuk,Pakistan shoots down Two More Indian jets | Lahore Rang,Lahore Rang,News & Politics,PK,3512297,39482,0,9728,1,0.0028,0.172,2025-05-06 23:50:42+00:00,Tuesday,23
QCVcwyusFnA,Pandian Stores 2 | 12th to 17th May 2025 - Promo,Vijay Television,Entertainment,IN,3137886,49156,0,436,1,0.0001,0,2025-05-11 04:30:14+00:00,Sunday,4
LsS8F9F-Vwg,India-Pakistan War | China's Entry | 10 AM News Headlines | 7 May 2025 | SAMAA TV,SAMAA TV,News & Politics,PK,3087270,39430,0,2021,1,0.0007,0,2025-05-07 05:23:31+00:00,Wednesday,5
wRnIkjQ0hzc,Coulda Been Records BALTIMORE Auditions hosted by Druski,Druski,Comedy,US,3017434,71017,0,10791,1,0.0036,0,2025-05-09 01:00:07+00:00,Friday,1
